state,city,date,aqi,pm2.5,pm10,no2,so2,o3
Maharashtra,Mumbai,09-07-2018,209,201.76,258.51,51.16,92.07,137.83
Maharashtra,Mumbai,17-07-2018,189,39.26,243.93,82.41,32.89,54.33
Maharashtra,Mumbai,22-07-2018,260,115.08,169.87,62.13,78.54,81.93
Maharashtra,Mumbai,26-07-2018,259,31.52,126.84,154.42,17.42,72.42
Maharashtra,Mumbai,12-08-2018,313.5,164.995,228.705,152.405,26.75,85.125
Maharashtra,Mumbai,19-08-2018,445,278.53,342.5,31.22,98.07,18.95
Maharashtra,Mumbai,06-09-2018,322,138.04,20.6,72.81,27.95,59.88
Maharashtra,Mumbai,30-09-2018,311,3.03,371.01,153.18,65.66,94.54
Maharashtra,Mumbai,08-10-2018,165,248.88,345.2,124.51,51.33,94.09
Maharashtra,Mumbai,16-10-2018,360,189.98,356.03,94.87,70.78,24.34
Maharashtra,Mumbai,18-10-2018,92,89.49,262.98,108.77,26.46,120.48
Maharashtra,Mumbai,22-10-2018,425,10.79,223.36,69.65,97.57,66.17
Maharashtra,Mumbai,20-11-2018,15,10.97,104.59,170.57,74.66,21.94
Maharashtra,Mumbai,24-11-2018,202,134.13,45.23,191.66,56.23,178.33
Maharashtra,Mumbai,26-11-2018,258,261.33,23.83,190.12,75.66,104.7
Maharashtra,Mumbai,07-01-2019,30,259.53,259.63,193.46,25.87,106.79
Maharashtra,Mumbai,23-01-2019,20,283.03,106.21,23.75,43.86,125.09
Maharashtra,Mumbai,24-01-2019,17,198.6,305,159.41,72.2,33.84
Maharashtra,Mumbai,26-01-2019,359,6.65,340.37,113.57,78.17,159.67
Maharashtra,Mumbai,27-01-2019,56,97.61,215.14,165.56,14.29,156.53
Maharashtra,Mumbai,28-01-2019,292,134.48,250.47,139.86,10.91,173.08
Maharashtra,Mumbai,30-01-2019,185,171.68,356.1,35.15,55.9,22.98
Maharashtra,Mumbai,14-02-2019,462,20.67,348.04,23.69,10.65,29.15
Maharashtra,Mumbai,26-02-2019,257,33.63,243.57,151.2,20.72,103.13
Maharashtra,Mumbai,28-02-2019,289,198.99,300.44,153.5,24.9,110.33
Maharashtra,Mumbai,04-03-2019,499,115.69,98.34,122.55,8.73,181.86
Maharashtra,Mumbai,08-03-2019,141,0.59,374.87,33.2,0.3,53.47
Maharashtra,Mumbai,24-03-2019,403,264.46,325.73,141.2,28.19,120.82
Maharashtra,Mumbai,28-03-2019,328,253.41,174.88,173.54,18.74,27.69
Maharashtra,Mumbai,06-04-2019,267,164.39,49.84,55.61,99.82,89.39
Maharashtra,Mumbai,10-04-2019,123,292.19,45.43,90.54,80.46,161.74
Maharashtra,Mumbai,22-04-2019,323,105.75,274.53,24.9,65.15,138.34
Maharashtra,Mumbai,27-04-2019,41,84.545,199.44,79.95,33.73,155.455
Maharashtra,Mumbai,02-05-2019,389,123.26,67.44,107.5,61.77,134.1
Maharashtra,Mumbai,04-05-2019,479,197.36,53.66,17.11,96.37,126.07
Maharashtra,Mumbai,08-05-2019,92,230.02,329.92,157.97,80.95,127.53
Maharashtra,Mumbai,10-05-2019,485,82.71,56.55,24.18,40.29,24.47
Maharashtra,Mumbai,01-06-2019,452,32.53,204.74,142.29,21.17,157.7
Maharashtra,Mumbai,03-06-2019,307,91.26,62.07,126.26,16.63,169.81
Maharashtra,Mumbai,05-06-2019,399,252.51,136.08,155.04,39.37,122.09
Maharashtra,Mumbai,04-07-2019,312,86.01,213.84,53.92,24.73,112.42
Maharashtra,Mumbai,20-07-2019,342,47.43,58.87,187.82,30.75,9.02
Maharashtra,Mumbai,02-08-2019,303,277.15,70.66,140.78,5.64,63.19
Maharashtra,Mumbai,05-08-2019,112,272.12,169.27,125.2,66.22,61.81
Maharashtra,Mumbai,14-08-2019,251,23.58,57.47,3.26,74.25,19.82
Maharashtra,Mumbai,15-08-2019,118,47.46,95.47,149.18,31.37,142.09
Maharashtra,Mumbai,11-09-2019,351,247.35,355.36,135.41,0.35,39.2
Maharashtra,Mumbai,16-09-2019,320,97.43,261.81,182.77,77.83,190.98
Maharashtra,Mumbai,19-09-2019,474,131.33,361.31,17.34,88.98,156.74
Maharashtra,Mumbai,01-10-2019,99,124.32,347.28,139.97,39.35,17.02
Maharashtra,Mumbai,03-10-2019,310,167.81,9.09,126.17,30.74,24.37
Maharashtra,Mumbai,05-10-2019,405,254.18,152.91,74.23,46.53,146.27
Maharashtra,Mumbai,09-10-2019,273,120.57,188.88,42.86,98.47,94.85
Maharashtra,Mumbai,10-10-2019,218,282.09,299.59,95.52,14.85,195.58
Maharashtra,Mumbai,11-10-2019,147,238.22,8.19,69.95,90.33,116.96
Maharashtra,Mumbai,21-10-2019,135,121.41,213.85,127.43,59.69,115.41
Maharashtra,Mumbai,13-11-2019,386,92.09,276.07,85.15,31.19,12.79
Maharashtra,Mumbai,29-11-2019,11,253.83,36.18,36.55,41.74,108.96
Maharashtra,Mumbai,13-12-2019,250,21.85,284.54,11.41,61.58,61.25
Maharashtra,Mumbai,19-12-2019,259.5,9.555,260.43,135.96,48.08,126.37
Maharashtra,Mumbai,25-12-2019,319,163.22,0.58,115.65,47.12,18.01
Maharashtra,Mumbai,08-01-2020,190,241.96,362.01,117.81,2.33,8.93
Maharashtra,Mumbai,19-01-2020,203,214.36,373.03,118.08,59.66,162.82
Maharashtra,Mumbai,22-01-2020,393,229.52,288.18,107.37,44.09,84.67
Maharashtra,Mumbai,23-01-2020,242.5,80.99,323.975,102.08,82.91,23.285
Maharashtra,Mumbai,31-01-2020,99,270.75,33.03,53.48,6.01,70.01
Maharashtra,Mumbai,11-02-2020,327,62.66,168.62,21.06,23.68,85.44
Maharashtra,Mumbai,15-02-2020,150,84.48,30.16,128.08,43.94,174.69
Maharashtra,Mumbai,09-03-2020,393,252.11,384.72,78.35,7.4,122.58
Maharashtra,Mumbai,12-03-2020,199,202.22,12.1,80.35,34.82,157.15
Maharashtra,Mumbai,25-03-2020,39,111.76,110.52,177.77,93.9,38.22
Maharashtra,Mumbai,27-03-2020,337,175.56,305.45,37.42,94.05,60.17
Maharashtra,Mumbai,31-03-2020,26,189.41,75.69,84.05,19.04,114.13
Maharashtra,Mumbai,05-04-2020,454,107.3,373.87,171.12,15.64,77.26
Maharashtra,Mumbai,13-04-2020,191,89.18,211.09,74.49,86.5,198.03
Maharashtra,Mumbai,28-04-2020,322,122.58,290.36,142.44,90.42,42.77
Maharashtra,Mumbai,02-05-2020,408,298.86,213.72,184.71,31.17,101.45
Maharashtra,Mumbai,21-05-2020,208,185.11,156.01,96.33,61.26,86.3
Maharashtra,Mumbai,26-05-2020,451,133.02,39.76,102.93,25.35,10.55
Maharashtra,Mumbai,29-05-2020,345,295.61,398.22,96.46,6.06,194.63
Maharashtra,Mumbai,20-06-2020,110,192.58,288.12,16.71,25.35,83.09
Maharashtra,Mumbai,16-07-2020,278,292.86,65.69,3.61,90.52,166.18
Maharashtra,Mumbai,21-07-2020,283,194.17,89.85,29.43,39.24,147.56
Maharashtra,Mumbai,31-07-2020,264,158.53,280.58,2.41,50.12,122.73
Maharashtra,Mumbai,08-08-2020,104,276.02,138.61,96.73,81.08,195.52
Maharashtra,Mumbai,11-08-2020,408,264.5,48.25,157.55,77.79,121.49
Maharashtra,Mumbai,13-08-2020,77,294.68,142.39,26.58,52.48,79.95
Maharashtra,Mumbai,20-08-2020,186,181.49,179.67,171.2,72.51,170.33
Maharashtra,Mumbai,28-08-2020,119,226.49,168.39,81.62,9.56,171.84
Maharashtra,Mumbai,09-09-2020,240,172.04,325.51,124.6,32.46,174.37
Maharashtra,Mumbai,13-09-2020,54,11.8,114.92,168.36,84.73,164.09
Maharashtra,Mumbai,14-09-2020,306,297.32,15.55,56.05,37.94,80.17
Maharashtra,Mumbai,28-09-2020,317,212.08,177.07,195.21,69.39,99.14
Maharashtra,Mumbai,04-10-2020,225,259.43,50.87,107.95,93.7,94.43
Maharashtra,Mumbai,20-10-2020,340,96.37,352.64,188.58,88.53,57.66
Maharashtra,Mumbai,11-11-2020,181,38.83,389.67,192.34,41.37,46.86
Maharashtra,Mumbai,14-11-2020,213,69.29,165.43,85.44,90.54,60.88
Maharashtra,Mumbai,19-11-2020,369,34.27,81.86,22.23,65.7,59.35
Maharashtra,Mumbai,21-11-2020,239,231.99,9.87,130.5,23.52,30.9
Maharashtra,Mumbai,22-11-2020,435,232.44,29.47,163.93,52.43,56.15
Maharashtra,Mumbai,06-12-2020,347,213.17,37.99,66.28,26.89,9.85
Maharashtra,Mumbai,18-12-2020,172,83.25,19.61,175.66,16.38,4.37
Maharashtra,Mumbai,19-12-2020,66,39.84,206.46,170.5,29.83,198.25
Maharashtra,Mumbai,24-12-2020,145,249.29,107.23,37.56,82.22,95.41
Maharashtra,Mumbai,22-01-2021,388,218.72,4.37,30.16,80.52,145.41
Maharashtra,Mumbai,09-02-2021,485,250.88,166.3,145.15,44.08,102.64
Maharashtra,Mumbai,15-02-2021,350,297.9,177.69,168.16,91.05,112.36
Maharashtra,Mumbai,18-02-2021,62,233.79,363.98,155.93,6.9,126.74
Maharashtra,Mumbai,20-03-2021,163,35.69,367.63,65.15,93.26,31.21
Maharashtra,Mumbai,05-04-2021,36,273.02,202.16,170.56,34.74,60.3
Maharashtra,Mumbai,09-04-2021,411,6.52,306.72,191.06,59.18,196.24
Maharashtra,Mumbai,02-05-2021,3,214.58,28.65,134.27,73.35,181.49
Maharashtra,Mumbai,05-05-2021,104,211.83,72.18,143.3,41.55,123.74
Maharashtra,Mumbai,01-07-2021,266,109.78,303.02,60.07,92.41,70.74
Maharashtra,Mumbai,05-07-2021,236,119.44,267.47,97.04,85.1,19.38
Maharashtra,Mumbai,29-07-2021,187,176.45,35.54,78.12,68.52,59.87
Maharashtra,Mumbai,13-08-2021,283,252.64,54.66,8,37.58,77.93
Maharashtra,Mumbai,20-08-2021,328,54.65,238.63,18.08,90.05,164.27
Maharashtra,Mumbai,22-08-2021,31,51.01,111.68,65.63,97.26,167.99
Maharashtra,Mumbai,25-08-2021,15,284.17,239.97,6.02,84.37,97.62
Maharashtra,Mumbai,24-09-2021,216,196.05,277.15,177.81,34.1,118.62
Maharashtra,Mumbai,11-10-2021,197,172.17,201.46,166.65,49.12,23.54
Maharashtra,Mumbai,15-10-2021,54,80.12,192.03,18.28,89.57,196.01
Maharashtra,Mumbai,26-10-2021,102,31.31,286.1,99.65,13.15,0.54
Maharashtra,Mumbai,28-10-2021,343,226.84,54.76,160.57,20.64,29.12
Maharashtra,Mumbai,30-10-2021,408,115.71,14.01,39.81,11.63,111.28
Maharashtra,Mumbai,03-11-2021,486,181.58,383.24,22.34,64.32,64.11
Maharashtra,Mumbai,04-11-2021,433,54,134.38,101.46,54.02,110.42
Maharashtra,Mumbai,09-11-2021,448,206.85,57.84,52.87,97.52,65.1
Maharashtra,Mumbai,13-11-2021,247,0.13,299.9,156.86,2.64,24.92
Maharashtra,Mumbai,15-11-2021,477,224.16,362.28,105.46,14.3,61.21
Maharashtra,Mumbai,28-11-2021,114,212.29,203.33,178.81,59.78,102.17
Maharashtra,Mumbai,10-12-2021,449,80.24,206.84,149.69,73.13,181.21
Maharashtra,Mumbai,15-12-2021,251,34.25,49.06,104.43,50.65,20.85
Maharashtra,Mumbai,30-12-2021,348,103.96,269.7,93.1,16.11,33.72
Maharashtra,Mumbai,02-01-2022,290,55.03,242.75,65.53,96.12,19.73
Maharashtra,Mumbai,07-01-2022,409,289.64,224.22,70.04,98.6,130.88
Maharashtra,Mumbai,06-02-2022,46,210.9,71.65,151.03,48.27,135.84
Maharashtra,Mumbai,23-02-2022,41,49.84,124.98,0.04,54.06,148.07
Maharashtra,Mumbai,25-02-2022,240,50.71,45.27,56.16,43.33,118.06
Maharashtra,Mumbai,20-03-2022,226,174.21,66.72,128,99.43,156.59
Maharashtra,Mumbai,17-04-2022,133,229.86,105.38,183.03,5.5,194.63
Maharashtra,Mumbai,22-04-2022,185,53.24,204.44,82.66,68.74,149
Maharashtra,Mumbai,11-05-2022,355,109.73,126.2,22.64,37.77,116.96
Maharashtra,Mumbai,15-05-2022,138,132.29,112.99,183.34,7.01,151.29
Maharashtra,Mumbai,03-06-2022,486,126.98,350.73,6.62,57.52,60.73
Maharashtra,Mumbai,06-06-2022,211,273.7,63.21,28.49,48.28,136.92
Maharashtra,Mumbai,19-06-2022,223,245.54,102.16,26.06,77.57,42.02
Maharashtra,Mumbai,22-06-2022,21,296.62,17.54,8.39,75.27,108.21
Maharashtra,Mumbai,26-06-2022,238,7.97,269.87,2.01,94.7,87.79
Maharashtra,Mumbai,04-07-2022,378,207.94,277.59,91.92,30.7,94.68
Maharashtra,Mumbai,05-07-2022,143,45.64,244.05,82.52,72.92,48.59
Maharashtra,Mumbai,08-07-2022,161,250.62,161.53,116.73,61.7,69.48
Maharashtra,Mumbai,09-07-2022,420,261.82,283.29,97.78,11.07,55.85
Maharashtra,Mumbai,12-07-2022,366,92.64,178.51,165.92,81.17,190.55
Maharashtra,Mumbai,08-08-2022,428,215.23,367.24,76.4,67.38,42.48
Maharashtra,Mumbai,25-08-2022,462,87.1,69.22,116.49,47.5,178.84
Maharashtra,Mumbai,05-09-2022,93.5,165.305,197.635,84.475,69.485,51.12
Maharashtra,Mumbai,07-09-2022,315,103.52,217.335,123.055,73.975,134.985
Maharashtra,Mumbai,16-09-2022,304,124.6,70.99,2.17,2.71,31.89
Maharashtra,Mumbai,20-09-2022,325,146.38,163.76,100.1,24.85,20.12
Maharashtra,Mumbai,26-09-2022,189,136.34,234.02,6.33,7.54,6.87
Maharashtra,Mumbai,01-10-2022,304,208.77,105.42,50,17.22,126.28
Maharashtra,Mumbai,04-10-2022,282,164.91,54.25,52.18,32.59,79.11
Maharashtra,Mumbai,21-10-2022,104,296.66,153.66,22.08,19.28,5.77
Maharashtra,Mumbai,24-10-2022,232,101.84,343.5,16.33,37.97,174.54
Maharashtra,Mumbai,02-11-2022,435,7.96,386.61,105.12,29.47,18.78
Maharashtra,Mumbai,17-11-2022,378,233.98,392.79,128.8,62.31,139.93
Maharashtra,Mumbai,18-11-2022,435,29.93,57.33,122.94,98.52,121.38
Maharashtra,Mumbai,30-11-2022,5,28.31,23.08,114.92,48.87,85.76
Maharashtra,Mumbai,05-12-2022,37,166.33,65.38,82.2,35.12,25.22
Maharashtra,Mumbai,06-12-2022,478,261.98,241.83,102.55,85.24,113.52
Maharashtra,Mumbai,09-12-2022,95,169.13,81.7,124.83,22.86,62.41
Maharashtra,Mumbai,18-12-2022,13,257.98,399.85,142.74,53.19,194.27
Maharashtra,Mumbai,26-12-2022,159,92.01,150.27,123.08,33.59,114.33
Maharashtra,Mumbai,29-12-2022,116,198.03,385.96,162.63,59.66,150.52
Maharashtra,Nagpur,07-01-2015,142,65.04,14.93,71.29,10.19,115.69
Maharashtra,Nagpur,23-01-2015,229,282.9,148.8,198.49,56.72,10.93
Maharashtra,Nagpur,25-01-2015,283,125.99,270.61,139.51,70.89,185.51
Maharashtra,Nagpur,28-01-2015,419,176.57,226.65,44.2,33.11,145.81
Maharashtra,Nagpur,05-02-2015,447,124.45,334.1,9.99,43.62,8.34
Maharashtra,Nagpur,07-02-2015,32,287.85,395.44,160.38,45.84,43.14
Maharashtra,Nagpur,14-02-2015,175,82.46,316.56,192.59,41.95,59.86
Maharashtra,Nagpur,27-02-2015,120,201.11,171.02,18.24,3.52,109.32
Maharashtra,Nagpur,02-03-2015,36,183.23,301.32,166.79,57.82,163.15
Maharashtra,Nagpur,25-03-2015,135,78.06,345.36,169.63,82.98,133.16
Maharashtra,Nagpur,02-04-2015,210,169.89,233.47,119.32,13.08,73.8
Maharashtra,Nagpur,03-04-2015,469,242.45,0.6,187.26,86.33,96.47
Maharashtra,Nagpur,15-04-2015,77,224.22,330.31,107.44,61.84,161.6
Maharashtra,Nagpur,28-04-2015,147,5.93,103.21,22.22,18.11,142.47
Maharashtra,Nagpur,26-05-2015,176,221.27,0.27,4.38,81.17,10.45
Maharashtra,Nagpur,02-06-2015,82,209.69,276.4,122.39,69.58,35.52
Maharashtra,Nagpur,15-06-2015,247,68.06,103.47,30.77,43.02,68.78
Maharashtra,Nagpur,16-06-2015,123,208.95,255.54,157.55,24.54,168.33
Maharashtra,Nagpur,25-06-2015,370,252.72,211.78,49.24,99.84,133.36
Maharashtra,Nagpur,12-07-2015,236,173.32,3.53,51.03,1.6,88.94
Maharashtra,Nagpur,14-07-2015,11,9.49,191.18,108.66,19.33,171.55
Maharashtra,Nagpur,19-07-2015,174,154.8,170.03,173.84,94.55,57.88
Maharashtra,Nagpur,21-07-2015,100,95.52,328.32,135.32,15.78,108.37
Maharashtra,Nagpur,23-08-2015,466,94.09,351.08,90.45,66.88,167.79
Maharashtra,Nagpur,08-09-2015,39,200.83,338.65,128.47,73.01,68.94
Maharashtra,Nagpur,15-09-2015,166,242.25,318.39,2.49,12.82,184.46
Maharashtra,Nagpur,26-09-2015,299.5,119.22,189.035,74.255,62.04,149.645
Maharashtra,Nagpur,18-10-2015,92,30.2,190.48,22.97,13.45,16.82
Maharashtra,Nagpur,22-10-2015,219,23.19,152.665,115.84,58.335,85.365
Maharashtra,Nagpur,01-11-2015,460,245.12,333,195.11,29.37,175.71
Maharashtra,Nagpur,07-11-2015,174,137.86,79.81,93.24,27.92,85.17
Maharashtra,Nagpur,10-11-2015,445,17.03,318.66,28.83,78.98,1.81
Maharashtra,Nagpur,23-11-2015,443,124.63,395.82,186.08,62.61,80.75
Maharashtra,Nagpur,26-11-2015,123,220.81,51.42,44.95,35.33,183.81
Maharashtra,Nagpur,05-12-2015,171,172.87,105.28,176.37,61.76,49.78
Maharashtra,Nagpur,15-12-2015,403,239.17,230.79,120.29,0.37,180.96
Maharashtra,Nagpur,25-12-2015,320,138.86,174.73,182.99,30.35,37.29
Maharashtra,Nagpur,10-01-2016,462,285.8,368.7,98.21,95.52,19.16
Maharashtra,Nagpur,17-01-2016,347,189.67,157.7,182.35,85.3,146.71
Maharashtra,Nagpur,24-01-2016,182,56.94,32.46,141.97,34.33,145.16
Maharashtra,Nagpur,29-01-2016,474,40.07,265.37,182.75,52.48,158.24
Maharashtra,Nagpur,05-02-2016,143,189.28,324.35,97.87,81.47,88.64
Maharashtra,Nagpur,09-02-2016,120,71.84,170.86,128.4,79.24,65.4
Maharashtra,Nagpur,20-02-2016,439,60.27,300.6,61.75,79.61,59.87
Maharashtra,Nagpur,21-02-2016,473,16.77,46.76,90.67,14.12,12.92
Maharashtra,Nagpur,06-03-2016,89,272.61,217.51,189.48,51.54,196.07
Maharashtra,Nagpur,01-04-2016,391,104.35,170.72,105.35,34.94,143.32
Maharashtra,Nagpur,23-04-2016,102,287.08,16.55,2.03,26.5,64.32
Maharashtra,Nagpur,28-04-2016,402,225.33,308.82,174.47,79.04,139.06
Maharashtra,Nagpur,11-05-2016,237,223.92,336.26,42.11,11.47,53.21
Maharashtra,Nagpur,14-05-2016,26,192.78,326.32,90.51,61.32,90.23
Maharashtra,Nagpur,27-05-2016,313,204.96,59.135,108.005,58.775,159.61
Maharashtra,Nagpur,11-06-2016,494,48.74,271.39,32.76,6.57,156.2
Maharashtra,Nagpur,17-06-2016,234,53.52,75.92,30.76,9.13,15.8
Maharashtra,Nagpur,26-06-2016,112,252.02,124.82,174.49,4.14,174.73
Maharashtra,Nagpur,07-07-2016,335,243.75,194.82,181.61,51.6,71.25
Maharashtra,Nagpur,11-07-2016,294,5.11,88.4,69.09,60.31,179.83
Maharashtra,Nagpur,14-07-2016,313,107.45,313.24,194,50.35,94.24
Maharashtra,Nagpur,19-07-2016,481,77.95,296.55,196.73,15.22,27.49
Maharashtra,Nagpur,20-07-2016,497,167.33,386.48,144.26,71.59,76.35
Maharashtra,Nagpur,05-08-2016,428,217.03,185.68,172.84,47.02,3.22
Maharashtra,Nagpur,14-08-2016,259,40.49,117.3,96.86,58,156.1
Maharashtra,Nagpur,25-08-2016,417,27.17,26.2,135.06,7.83,45.66
Maharashtra,Nagpur,02-09-2016,355,242.43,222.54,176.29,62.13,106.87
Maharashtra,Nagpur,05-09-2016,194,160.83,60.68,144.03,56.37,90.99
Maharashtra,Nagpur,27-09-2016,5,240.22,122.64,128.73,93.41,68.39
Maharashtra,Nagpur,13-10-2016,297.5,116.15,104.955,98.045,34.26,143.26
Maharashtra,Nagpur,22-10-2016,399,107.81,90.96,16.58,19.33,188.22
Maharashtra,Nagpur,01-11-2016,417,254.09,352.78,26.61,18.09,76.97
Maharashtra,Nagpur,09-11-2016,245,7.59,126.76,60.97,92.87,111.81
Maharashtra,Nagpur,20-11-2016,457,156.92,50.09,156.64,23.51,33.02
Maharashtra,Nagpur,22-11-2016,122,229.47,16.66,10.51,81.23,183.63
Maharashtra,Nagpur,11-12-2016,88,70.55,310.17,149.54,12.99,167.43
Maharashtra,Nagpur,14-12-2016,350,237.41,280.7,195.11,17.74,107.8
Maharashtra,Nagpur,28-12-2016,42,107.33,357.47,174.07,14.85,66.24
Maharashtra,Nagpur,22-01-2017,194,216.41,74.46,168.25,29.65,180.06
Maharashtra,Nagpur,06-02-2017,244,293.01,34.42,33.91,60.41,183.26
Maharashtra,Nagpur,09-02-2017,489,246.88,150.67,36.67,15.62,39.15
Maharashtra,Nagpur,13-02-2017,233,39.83,281.97,155.7,38.25,168.83
Maharashtra,Nagpur,14-02-2017,64,149.83,148.13,125.69,7.57,52.53
Maharashtra,Nagpur,19-02-2017,478,190.24,130.07,102.04,77.75,35.81
Maharashtra,Nagpur,24-02-2017,232,259.19,61.24,52.69,56.04,107.5
Maharashtra,Nagpur,28-02-2017,411,15.35,218.89,0.97,81.45,125.56
Maharashtra,Nagpur,21-03-2017,51,68.34,125.22,56.56,33.6,187.15
Maharashtra,Nagpur,23-03-2017,266,20.6,121.45,122.7,96.39,149.69
Maharashtra,Nagpur,02-04-2017,278,11.94,246.5,150.55,23.29,185.75
Maharashtra,Nagpur,03-04-2017,238,275.42,376.79,140.52,69.71,103.79
Maharashtra,Nagpur,05-04-2017,322,171.26,144.19,17.25,29.29,8.2
Maharashtra,Nagpur,14-04-2017,464,61.31,190.97,71.87,95.17,81.3
Maharashtra,Nagpur,25-04-2017,356,50.37,162.51,4.91,18.72,23.55
Maharashtra,Nagpur,12-05-2017,8,102.27,81.27,158.52,96.27,27.58
Maharashtra,Nagpur,18-05-2017,114,248.35,319.45,189.24,23.76,146.9
Maharashtra,Nagpur,22-05-2017,388,10.99,301.43,100.58,67.03,175.47
Maharashtra,Nagpur,26-05-2017,293,83.26,159.32,172.98,23.15,160.25
Maharashtra,Nagpur,03-06-2017,339,19.44,392.95,184.35,65.77,31.66
Maharashtra,Nagpur,30-06-2017,451,11.52,361.67,66.8,9.96,197.4
Maharashtra,Nagpur,10-07-2017,105,163.26,131.26,3.27,63.56,33.34
Maharashtra,Nagpur,18-07-2017,304,101.415,90.56,160.79,56.27,128.185
Maharashtra,Nagpur,20-07-2017,143,254.41,80.86,56.88,42.41,157.72
Maharashtra,Nagpur,08-08-2017,476,245.76,159.81,99,43.46,174.54
Maharashtra,Nagpur,13-08-2017,21,229.23,174.54,107.93,9.93,119.84
Maharashtra,Nagpur,17-08-2017,183,146.79,306.85,72.46,50.51,136.68
Maharashtra,Nagpur,04-09-2017,277,20.86,54.66,22.22,20.07,22.13
Maharashtra,Nagpur,07-09-2017,33,120.72,34.38,142.23,8.77,1.9
Maharashtra,Nagpur,10-09-2017,30,211.99,103.89,97.34,29.16,197.94
Maharashtra,Nagpur,09-10-2017,195,141.3,91.14,65.06,3.18,50.42
Maharashtra,Nagpur,13-10-2017,154,1.52,311.8,22,31.9,132.46
Maharashtra,Nagpur,31-10-2017,255.5,119.24,246.105,146.255,57.705,112.735
Maharashtra,Nagpur,03-11-2017,171,160.57,151.88,28.26,30.46,53.1
Maharashtra,Nagpur,10-11-2017,243,19.02,92.05,118.9,12.53,73.99
Maharashtra,Nagpur,14-11-2017,150,292.89,102.35,19.52,47.34,132.54
Maharashtra,Nagpur,23-12-2017,438,5.34,397.7,143.25,93.62,110.56
Maharashtra,Nagpur,05-01-2018,129,35.24,289.34,133.77,89.03,78.45
Maharashtra,Nagpur,05-02-2018,245,295.9,28.46,23.75,34.71,167.28
Maharashtra,Nagpur,09-02-2018,345,1.57,18.61,165.47,38.5,93.3
Maharashtra,Nagpur,26-02-2018,395,52.67,331.38,30.77,17.31,198.27
Maharashtra,Nagpur,01-03-2018,215,130.12,297.74,83.52,28.01,129.45
Maharashtra,Nagpur,28-03-2018,436,195.08,245.1,20.34,66.44,153.89
Maharashtra,Nagpur,02-04-2018,210,274.44,303.8,98.72,79.14,190.31
Maharashtra,Nagpur,04-04-2018,48,268.82,399.88,108.38,28.68,72.21
Maharashtra,Nagpur,07-04-2018,411,159.15,81.96,119.65,39.84,58.32
Maharashtra,Nagpur,13-04-2018,128,5.91,115.08,147.85,39.94,176.34
Maharashtra,Nagpur,20-04-2018,257,135.98,283.49,51.82,24.14,23.38
Maharashtra,Nagpur,26-04-2018,383,296.97,247.22,158.36,36.39,80.14
Maharashtra,Nagpur,03-06-2018,307,175.06,389.56,41.65,29.02,13.05
Maharashtra,Nagpur,09-06-2018,241,279.25,188.09,146.93,69.89,34.34
Maharashtra,Nagpur,14-06-2018,224,56.14,99.24,1.72,25.75,88.07
Maharashtra,Nagpur,05-07-2018,144,71.44,49.73,78.78,48.575,107.295
Maharashtra,Nagpur,08-07-2018,316,281.37,59.85,61.56,71.64,17.16
Maharashtra,Nagpur,15-07-2018,466,73.02,68.35,195.64,92.15,86.31
Maharashtra,Nagpur,18-07-2018,54,141.56,248.65,139.59,97.87,99.46
Maharashtra,Nagpur,02-08-2018,340,270.98,137.36,178.62,93.96,63.76
Maharashtra,Nagpur,25-08-2018,32,25.35,306.11,32.63,15.04,43.04
Maharashtra,Nagpur,02-09-2018,344,97.67,19.05,6.78,0.22,14.3
Maharashtra,Nagpur,08-09-2018,192.5,242.31,289.05,71.75,74.39,148.29
Maharashtra,Nagpur,03-10-2018,431,209.22,328.19,198.13,24.59,101.24
Maharashtra,Nagpur,12-10-2018,212,32.58,324.58,136.31,23.27,56.23
Maharashtra,Nagpur,15-10-2018,342,80.58,277.84,3.03,53.12,25.36
Maharashtra,Nagpur,30-10-2018,142,33.35,97.25,6.29,10.01,37.88
Maharashtra,Nagpur,08-11-2018,33,296.92,317.03,180.2,91.55,145.44
Maharashtra,Nagpur,19-11-2018,490,276.49,397.3,46.66,2.75,83.19
Maharashtra,Nagpur,20-11-2018,442,245.06,203.02,31.91,14.42,121.74
Maharashtra,Nagpur,28-11-2018,259,202.11,145.4,17.55,81.18,21.7
Maharashtra,Nagpur,02-01-2019,280,106.95,286.2,44.55,87.44,163.73
Maharashtra,Nagpur,05-01-2019,85,271.27,306.3,76.08,21.4,173.86
Maharashtra,Nagpur,13-01-2019,419,88.35,201.13,31.98,77.74,22.38
Maharashtra,Nagpur,17-01-2019,104,109.32,398.11,184.81,76.65,135.4
Maharashtra,Nagpur,19-02-2019,237,169.1,279.14,127.95,15.19,143.68
Maharashtra,Nagpur,20-02-2019,59,150.93,171.25,4.79,43.17,156.48
Maharashtra,Nagpur,21-02-2019,258,140.21,350.31,78.28,5.78,30.21
Maharashtra,Nagpur,22-02-2019,71,133.66,64.28,169.19,18.46,51.96
Maharashtra,Nagpur,27-02-2019,170,4.81,145.93,71.2,90.54,156.16
Maharashtra,Nagpur,16-03-2019,484,114.64,379.72,18.56,91.65,99.38
Maharashtra,Nagpur,01-04-2019,79,9.32,115.79,118.73,5.09,149.46
Maharashtra,Nagpur,03-04-2019,269,276.06,287.29,183.21,66.51,22.26
Maharashtra,Nagpur,09-04-2019,196,40.75,368.14,34.15,6.92,12.52
